key,doi,title,year,journal,primary_pillar,best_method,confidence,all_pillars,methods_present,cited_by_reviews,rule_hits
"enzymatic diastereo-and enantioselective synthesis of α-alkyl-α,β-dihydroxyketones p p giovannini g fantin a massi v venturi p pedrini org. biomol. chem 9 2011",,"Enzymatic Diastereo-and Enantioselective Synthesis of α-Alkyl-α,β-Dihydroxyketones",2011.0,Org. Biomol. Chem,Immobilization & Materials,section_only,1.0,Immobilization & Materials,section_only,17_Schrittwieser_2018_ChemRev,
enzymatic formation of an unnatural hexacyclic c-35 polyprenoid by bacterial squalene cyclase i abe h tanaka h noguchi j. am. chem. soc 124 2002,,Enzymatic Formation of an Unnatural Hexacyclic C-35 Polyprenoid by Bacterial Squalene Cyclase,2002.0,J. Am. Chem. Soc,Reaction Space & Enzyme Portfolios,paper_only,1.0,Reaction Space & Enzyme Portfolios,paper_only,17_Schrittwieser_2018_ChemRev,P9:\bcyclase\b|\bSHC\b|\bterpene synthase\b|\bPictet[-– ]Spengler(ase)?\b
enzymatic formation of indole-containing unnatural cyclic polyprenoids by bacterial squalene: hopene cyclase h tanaka h noguchi i abe org. lett 7 2005,,Enzymatic Formation of Indole-Containing Unnatural Cyclic Polyprenoids by Bacterial Squalene: Hopene Cyclase,2005.0,Org. Lett,Reaction Space & Enzyme Portfolios,paper_only,1.0,Reaction Space & Enzyme Portfolios,paper_only,17_Schrittwieser_2018_ChemRev,P9:\bcyclase\b|\bSHC\b|\bterpene synthase\b|\bPictet[-– ]Spengler(ase)?\b
enzymatic formation of pyrrole-containing novel cyclic polyprenoids by bacterial squalene: hopene cyclase h tanaka h noma h noguchi i abe tetrahedron lett 47 2006,,Enzymatic Formation of Pyrrole-Containing Novel Cyclic Polyprenoids by Bacterial Squalene: Hopene Cyclase,2006.0,Tetrahedron Lett,Reaction Space & Enzyme Portfolios,paper_only,1.0,Reaction Space & Enzyme Portfolios,paper_only,17_Schrittwieser_2018_ChemRev,P9:\bcyclase\b|\bSHC\b|\bterpene synthase\b|\bPictet[-– ]Spengler(ase)?\b
enzymatic network for production of ether amines from alcohols c m palacio c g crismaru s bartsch v navickas k ditrich m breuer r abu j woodley k baldenius b wu biotechnol. bioeng 113 2016,,Enzymatic Network for Production of Ether Amines from Alcohols,2016.0,Biotechnol. Bioeng,Reaction Space & Enzyme Portfolios,section_only,1.0,Reaction Space & Enzyme Portfolios,section_only,17_Schrittwieser_2018_ChemRev,
enzymatic oxidation of methyl groups on aromatic heterocycles: a versatile method for the preparation of heteroaromatic carboxylic acids a kiener no. ep-b 0442430 angw. chem. int. ed. engl 31 1992 patent,,Enzymatic oxidation of methyl groups on aromatic heterocycles: a versatile method for the preparation of heteroaromatic carboxylic acids,1992.0,Angw. Chem. Int. Ed. Engl,Reaction Space & Enzyme Portfolios,section_only,0.527,Reaction Space & Enzyme Portfolios,section_only,08_Schmid_2001_Nature,
enzymatic oxidative tandem decarboxylation of dioic acids to terminal dienes a dennig s kurakin m kuhn a dordic m hall k faber eur. j. org. chem 2016. 2016,,Enzymatic Oxidative Tandem Decarboxylation of Dioic Acids to Terminal Dienes,2016.0,Eur. J. Org. Chem,Reaction Space & Enzyme Portfolios,section_priority,1.0,Reaction Space & Enzyme Portfolios,section_priority,17_Schrittwieser_2018_ChemRev,P7:\bone[- ]pot\b|\btandem\b|\bchemo[- ]?enzymatic\b|\bchemoenzymatic\b
enzymatic promiscuity for organic synthesis and cascade processes q wu b.-k liu x.-f lin curr. org. chem 14 2010. 1966-1988,,Enzymatic promiscuity for organic synthesis and cascade processes,1966.0,Curr. Org. Chem,Cascade & Route Design,paper_only,1.0,Cascade & Route Design,paper_only,02_Sheldon_2018_ChemRev,P7:\b(cascade|multi[- ]enzym\w*)\b|\btelescop(ed|ing)\b
enzymatic racemization of amines catalyzed by enantiocomplementary omega-transaminases d koszelewski b grischek s m glueck w kroutil k faber chem. -eur. j 17 2011,,Enzymatic Racemization of Amines Catalyzed by Enantiocomplementary omega-Transaminases,2011.0,Chem. -Eur. J,Reaction Space & Enzyme Portfolios,section_only,1.0,Reaction Space & Enzyme Portfolios,section_only,17_Schrittwieser_2018_ChemRev,
enzymatic resolution of (±)-glycidyl butyrate in aqueous media. strong modulation of the properties of the lipase from rhizopus oryzae via immobilization techniques j m palomo r l segura g fernández-lorente j m guisán r fernández-lafuente tetrahedron: asymmetry 15 2004,,Enzymatic resolution of (±)-glycidyl butyrate in aqueous media. Strong modulation of the properties of the lipase from Rhizopus oryzae via immobilization techniques,2004.0,Tetrahedron: Asymmetry,Immobilization & Materials,consensus,0.795,Immobilization & Materials,consensus,14_Mateo_2007_BiotechnolAdv,P5:\bimmobiliz\w*|\breus(e|ability)\b; P9:\bglycosyl(transferase|ation)\b|\bglycosidase\b|\bnitrilase\b|\bnitrile hydratase\b|\bepoxide hydrolase\b|\blipase\b|\besterase\b
"enzymatic resolution of (±)-trans-4-(4 -fluorophenyl)-6oxopiperidin-3-ethyl carboxylate, intermediate in synthesis of (-)-paroxetine j m palomo g fernández-lorente c mateo r fernández-lafuente j m guisan tetrahedron: asymmetry 13 2002",,"Enzymatic resolution of (±)-trans-4-(4 -fluorophenyl)-6oxopiperidin-3-ethyl carboxylate, intermediate in synthesis of (-)-Paroxetine",2002.0,Tetrahedron: Asymmetry,Immobilization & Materials,section_only,1.0,Immobilization & Materials,section_only,14_Mateo_2007_BiotechnolAdv,
enzymatic resolution of chiral 2-hydroxy carboxylic acids by enantioselective oxidation with molecular oxygen catalyzed by the glycolate oxidase from spinach (spinacia oleracea) w adam m lazarus b boss c r saha-moller h u humpf p schreier j. org. chem 62 1997,,Enzymatic Resolution of Chiral 2-Hydroxy Carboxylic Acids by Enantioselective Oxidation with Molecular Oxygen Catalyzed by the Glycolate Oxidase from Spinach (Spinacia oleracea),1997.0,J. Org. Chem,Reaction Space & Enzyme Portfolios,section_only,1.0,Reaction Space & Enzyme Portfolios,section_only,17_Schrittwieser_2018_ChemRev,
"enzymatic selective synthesis of 1,3-dag based on deep eutectic solvent acting as a substrate and a solvent c x zeng s j qi r p xin b yang y h wang bioprocess biosyst. eng 38 2015",,"Enzymatic selective synthesis of 1,3-DAG based on deep eutectic solvent acting as a substrate and a solvent",2015.0,Bioprocess Biosyst. Eng,Media & Microenvironment,paper_only,1.0,Media & Microenvironment,paper_only,02_Sheldon_2018_ChemRev,P4:\bionic liquids?\b|\bILs?\b|\bdeep eutectic\b|\bDES\b|\bsupercritical CO2\b|\bscCO2\b
enzymatic synthesis of aliphatic nitriles at a substrate loading of up to 1.4 kg/l: a biocatalytic record achieved with a heme protein a hinzmann s glinski m worm h gröger j. org. chem 84 2019,,Enzymatic synthesis of aliphatic nitriles at a substrate loading of up to 1.4 kg/l: a biocatalytic record achieved with a heme protein,2019.0,J. Org. Chem,"Sustainability, Metrics & Industrialization",section_only,1.0,"Sustainability, Metrics & Industrialization",section_only,03_Bell_2021_NatRevMethodsPrimers,
enzymatic synthesis of l-lactic acid from carbon dioxide and ethanol with an inherent cofactor regeneration cycle x tong b el-zahab x zhao y liu p wang biotechnol. bioeng 108 2011,,Enzymatic Synthesis of L-Lactic Acid from Carbon Dioxide and Ethanol with an Inherent Cofactor Regeneration Cycle,2011.0,Biotechnol. Bioeng,Immobilization & Materials,section_priority,1.0,Immobilization & Materials,section_priority,17_Schrittwieser_2018_ChemRev,P6:\bcofactors?\b|\bNADP?\+?\b|\bNADH\b|\bNADPH\b|\bflavins?\b|\bFAD\b|\bFMN\b|\bPLP\b; P6:\b(cofactor|NAD(P)?H|ATP)\s+(regenerat\w*|recycl\w*|supply)\b|\bcofactor[- ]?independent\b
enzyme cascade reactions: synthesis of furandicarboxylic acid (fdca) and carboxylic acids using oxidases in tandem s m mckenna s leimkuhler s herter n j turner a j carnell green chem 17 2015,,Enzyme Cascade Reactions: Synthesis of Furandicarboxylic Acid (FDCA) and Carboxylic Acids Using Oxidases in Tandem,2015.0,Green Chem,Biocatalyst Formats & Cellular Context,section_priority,1.0,Biocatalyst Formats & Cellular Context,section_priority,17_Schrittwieser_2018_ChemRev,P7:\b(cascade|multi[- ]enzym\w*)\b|\btelescop(ed|ing)\b; P7:\bone[- ]pot\b|\btandem\b|\bchemo[- ]?enzymatic\b|\bchemoenzymatic\b
enzyme engineering for biosynthetic cascades j a mcintosh a owens curr. opin. green sustain. chem 29 100448 2021,,Enzyme engineering for biosynthetic cascades,2021.0,Curr. Opin. Green Sustain. Chem,Cascade & Route Design,section_only,1.0,Cascade & Route Design,section_only,03_Bell_2021_NatRevMethodsPrimers,
enzyme fusion for whole-cell biotransformation of long-chain sec-alcohols into esters e.-y jeon a h baek u t bornscheuer j.-b park appl. microbiol. biotechnol 99 2015,,Enzyme Fusion for Whole-Cell Biotransformation of Long-Chain sec-Alcohols into Esters,2015.0,Appl. Microbiol. Biotechnol,Reaction Space & Enzyme Portfolios,section_priority,1.0,Reaction Space & Enzyme Portfolios,section_priority,17_Schrittwieser_2018_ChemRev,P3:\bwhole[- ]cell(s)?\b|\bresting cell(s)?\b|\bpermeabilis
enzyme immobilization: an update a a homaei r sariri s vianello r stevanato j. chem. biol 6 2013,,Enzyme Immobilization: an Update,2013.0,J. Chem. Biol,Immobilization & Materials,paper_only,1.0,Immobilization & Materials,paper_only,17_Schrittwieser_2018_ChemRev,P5:\bimmobiliz\w*|\breus(e|ability)\b
"enzyme immobilization: why, what and how? r a sheldon s van pelt chem. soc. rev 42 2013",,"Enzyme immobilization: why, what and how?",2013.0,Chem. Soc. Rev,Immobilization & Materials,paper_only,1.0,Immobilization & Materials,paper_only,02_Sheldon_2018_ChemRev,P5:\bimmobiliz\w*|\breus(e|ability)\b
"enzyme mechanisms for polycyclic triterpene formation k u wendt g e schulz e j corey d r liu angew. chem., int. ed 39 2000",,Enzyme Mechanisms for Polycyclic Triterpene Formation,2000.0,"Angew. Chem., Int. Ed",Reaction Space & Enzyme Portfolios,section_only,1.0,Reaction Space & Enzyme Portfolios,section_only,17_Schrittwieser_2018_ChemRev,
enzyme promiscuity: mechanism and applications k hult p berglund trends biotechnol 25 2007,,Enzyme promiscuity: mechanism and applications,2007.0,Trends Biotechnol,Design & Engineering,section_only,1.0,Design & Engineering,section_only,07_Turner_2009_NatChemBiol,
enzyme stabilization by glutaraldehyde crosslinking of adsorbed proteins on aminated supports f lópez-gallego l betancor c mateo a hidalgo n alonso-morales g dellamora-ortiz j biotechnol 119 2005,,Enzyme stabilization by glutaraldehyde crosslinking of adsorbed proteins on aminated supports,2005.0,J Biotechnol,Immobilization & Materials,section_only,1.0,Immobilization & Materials,section_only,14_Mateo_2007_BiotechnolAdv,
enzyme stabilization by immobilization a m klibanov anal biochem 93 1979,,Enzyme stabilization by immobilization,1979.0,Anal Biochem,Immobilization & Materials,consensus,1.0,Immobilization & Materials,consensus,14_Mateo_2007_BiotechnolAdv,P5:\bimmobiliz\w*|\breus(e|ability)\b
enzyme stabilization-recent experimental progress c ó'fágáin enzyme microb technol 33 2003,,Enzyme stabilization-recent experimental progress,2003.0,Enzyme Microb Technol,Immobilization & Materials,section_only,1.0,Immobilization & Materials,section_only,14_Mateo_2007_BiotechnolAdv,
"enzyme-catalyzed synthesis of 1-deoxymannojirimycin, 1-deoxynojirimycin, and 1,4-dideoxy-1,4-imino-d-arabinitol t ziegler a straub f effenberger angew. chem., int. ed. engl 27 1988",,"Enzyme-Catalyzed Synthesis of 1-Deoxymannojirimycin, 1-Deoxynojirimycin, and 1,4-Dideoxy-1,4-imino-D-arabinitol",1988.0,"Angew. Chem., Int. Ed. Engl",Immobilization & Materials,section_only,1.0,Immobilization & Materials,section_only,17_Schrittwieser_2018_ChemRev,
enzyme-catalyzed synthesis of sugar-containing monomers and linear polymers o park d y kim j s dordick biotechnol. bioeng 70 2000,,Enzyme-catalyzed synthesis of sugar-containing monomers and linear polymers,2000.0,Biotechnol. Bioeng,Media & Microenvironment,section_only,1.0,Media & Microenvironment,section_only,08_Schmid_2001_Nature,
enzyme-initiated domino (cascade) reactions s f mayer w kroutil k faber chem. soc. rev 30 2001,,Enzyme-initiated domino (cascade) reactions,2001.0,Chem. Soc. Rev,Cascade & Route Design,paper_priority,1.0,Cascade & Route Design,paper_priority,03_Bell_2021_NatRevMethodsPrimers;17_Schrittwieser_2018_ChemRev,P7:\b(cascade|multi[- ]enzym\w*)\b|\btelescop(ed|ing)\b
enzyme-like proteins by computational design d n bolon s l mayo proc. natl acad. sci. usa 98 2001,,Enzyme-like proteins by computational design,2001.0,Proc. Natl Acad. Sci. USA,Design & Engineering,consensus,1.0,Design & Engineering,consensus,03_Bell_2021_NatRevMethodsPrimers,P2:\bcomputational design\b|\bhotspots?\b|\btransition state (model(ing)?|analogue)\b|\bcodon (optimi[sz]ation|harmoni[sz]ation)\b
enzyme-magnetic nanoparticle hybrids: new effective catalysts for the production of high value chemicals h h p yiu m a keane j. chem. technol. biotechnol 87 2012,,Enzyme-magnetic nanoparticle hybrids: new effective catalysts for the production of high value chemicals,2012.0,J. Chem. Technol. Biotechnol,Immobilization & Materials,paper_only,1.0,Immobilization & Materials,paper_only,02_Sheldon_2018_ChemRev,P5:\bCLEA(s)?\b|\bCLEC(s)?\b|\bsol[- ]gel\b|\bhydrogel(s)?\b|\bmesoporous\b|\bEziG\b|\bMOF(s)?\b|\bmagnetic nanoparticles?\b
enzyme-triggered enantioconvergent transformation of haloalkyl epoxides s f mayer a steinreiber r v a orru k faber eur. j. org. chem 2001. 2001,,Enzyme-Triggered Enantioconvergent Transformation of Haloalkyl Epoxides,2001.0,Eur. J. Org. Chem,Cascade & Route Design,section_only,1.0,Cascade & Route Design,section_only,17_Schrittwieser_2018_ChemRev,
enzymes in organic-synthesis 0.32. stereospecific horse liver alcohol dehydrogenase-catalyzed oxidations of exo-oxabicyclin and endo-oxabicyclic meso diols j b jones c j francis can. j. chem 62 1984,,Enzymes in Organic-Synthesis 0.32. Stereospecific Horse Liver Alcohol Dehydrogenase-Catalyzed Oxidations of Exo-Oxabicyclin and Endo-Oxabicyclic Meso Diols,1984.0,Can. J. Chem,Biocatalyst Formats & Cellular Context,section_only,1.0,Biocatalyst Formats & Cellular Context,section_only,17_Schrittwieser_2018_ChemRev,
enzymes in polymer science: an introduction d l kaplan j s dordick r a gross g swift am. chem. soc. symp. ser 684 1998,,Enzymes in polymer science: an introduction,1998.0,Am. Chem. Soc. Symp. Ser,Cofactor & Energy Management,section_only,0.343,Cofactor & Energy Management,section_only,08_Schmid_2001_Nature,
enzymes in the synthesis of glycoconjugates r m schmaltz s r hanson c.-h wong chem. rev 111 2011,,Enzymes in the Synthesis of Glycoconjugates,2011.0,Chem. Rev,Cofactor & Energy Management,section_only,1.0,Cofactor & Energy Management,section_only,17_Schrittwieser_2018_ChemRev,
enzymic division of dl-phenylglycinamide into its optically active antipodes (german patent no w h boesten de 2526594. 1976,,Enzymic Division of DL-phenylglycinamide into its optically active antipodes (German patent no,1976.0,DE,Biocatalyst Formats & Cellular Context,section_only,1.0,Biocatalyst Formats & Cellular Context,section_only,08_Schmid_2001_Nature,
epibatidine: a novel (chloropyridyl) azabicycloheptane with potent analgesic activity from an ecuadoran poison frog t f spande j. am. chem. soc 114 1992,,Epibatidine: A novel (chloropyridyl) azabicycloheptane with potent analgesic activity from an Ecuadoran poison frog,1992.0,J. Am. Chem. Soc,Immobilization & Materials,section_only,1.0,Immobilization & Materials,section_only,08_Schmid_2001_Nature,
epoxidation and baeyer-villiger oxidation using hydrogen peroxide and a lipase dissolved in ionic liquids c e green chem 13 2011,,Epoxidation and Baeyer-Villiger oxidation using hydrogen peroxide and a lipase dissolved in ionic liquids,2011.0,Green Chem,Media & Microenvironment,paper_only,0.571,Media & Microenvironment,paper_only,02_Sheldon_2018_ChemRev,P4:\bionic liquids?\b|\bILs?\b|\bdeep eutectic\b|\bDES\b|\bsupercritical CO2\b|\bscCO2\b; P9:\bglycosyl(transferase|ation)\b|\bglycosidase\b|\bnitrilase\b|\bnitrile hydratase\b|\bepoxide hydrolase\b|\blipase\b|\besterase\b
epoxide-hydrolase-initiated hydrolysis/rearrangement cascade of a methylene-interrupted bis-epoxide yields chiral thf moieties without involvement of a ″cyclase″ b t ueberbacher g oberdorfer k gruber k faber chembiochem 10 2009,,Epoxide-Hydrolase-Initiated Hydrolysis/Rearrangement Cascade of a Methylene-Interrupted Bis-Epoxide Yields Chiral THF Moieties without Involvement of a ″Cyclase″,2009.0,ChemBioChem,Cascade & Route Design,consensus,0.795,Cascade & Route Design,consensus,17_Schrittwieser_2018_ChemRev,P7:\b(cascade|multi[- ]enzym\w*)\b|\btelescop(ed|ing)\b; P9:\bcyclase\b|\bSHC\b|\bterpene synthase\b|\bPictet[-– ]Spengler(ase)?\b
epoxy sepabeads: a novel epoxy support for stabilization of industrial enzymes via very intense multipoint covalent attachment c mateo o abian g fernández-lorente j pedroche r fernández-lafuente j m guisan biotechnol prog 18 2002,,Epoxy Sepabeads: a novel epoxy support for stabilization of industrial enzymes via very intense multipoint covalent attachment,2002.0,Biotechnol Prog,Immobilization & Materials,consensus,0.826,Immobilization & Materials,consensus,14_Mateo_2007_BiotechnolAdv,P5:\bcarrier\b|\bsupport\b|\bresin\b|\bbeads?\b|\bagarose\b|\bglyoxyl\b|\bepoxy\b|\bboronic\b|\baldehyde[- ]activated\b; P5:\bAmberlite\b|\bLewatit\b|\bSepabeads?\b|\bSilica gel\b|\bSBA-15\b|\bMCM-41\b; P10:\bindustrial\b|\bscale[- ]?up\b|\bGMP\b|\bICH\b|\bQbD\b|\bHAZOP\b|\bTRL\b|\bprocess validation\b
