key,pillar_num,pillar,method,confidence,doi,title,year,raw_citation,cited_by_reviews,authors,journal
10.1038/nature24621,5,Immobilization & Materials,paper_only,0.572,10.1038/nature24621,A communal catalogue reveals Earth’s multiscale microbial diversity,2017.0,A communal catalogue reveals Earth’s multiscale microbial diversity Luke R Thompson Jon G Sanders Daniel Mcdonald Amnon Amir Joshua Ladau Kenneth J Locey Robert J Prill Anupriya Tripathi Sean M Gibbons Gail Ackermann Jose A Navas-Molina Stefan Janssen Evguenia Kopylova Yoshiki Vázquez-Baeza Antonio González James T Morton Siavash Mirarab Zhenjiang Zech Xu Lingjing Jiang Mohamed F Haroon Jad Kanbar Qiyun Zhu Se Jin Song Tomasz Kosciolek Nicholas A Bokulich Joshua Lefler Colin J Brislawn Gregory Humphrey Sarah M Owens Jarrad Hampton-Marcell Donna Berg-Lyons Valerie Mckenzie Noah Fierer Jed A Fuhrman Aaron Clauset Rick L Stevens Ashley Shade Katherine S Pollard Kelly D Goodwin Janet K Jansson Jack A Gilbert Rob Knight Jose L Agosto Rivera Lisa Al-Moosawi John Alverdy Katherine R Amato Jason Andras Largus T Angenent Dionysios A Antonopoulos Amy Apprill David Armitage Kate Ballantine Jirˇí Bárta Julia K Baum Allison Berry Ashish Bhatnagar Monica Bhatnagar Jennifer F Biddle Lucie Bittner Bazartseren Boldgiv Eric Bottos Donal M Boyer Josephine Braun William Brazelton Francis Q Brearley Alexandra H Campbell J Gregory Caporaso Cesar Cardona Jolynn Carroll S Craig Cary Brenda B Casper Trevor C Charles Haiyan Chu Danielle C Claar Robert G Clark Jonathan B Clayton Jose C Clemente Alyssa Cochran Maureen L Coleman Gavin Collins Rita R Colwell Mónica Contreras Benjamin B Crary Simon Creer Daniel A Cristol Byron C Crump Duoying Cui Sarah E Daly Liliana Davalos Russell D Dawson Jennifer Defazio Frédéric Delsuc Hebe M Dionisi Maria Gloria Dominguez-Bello Robin Dowell Eric A Dubinsky Peter O Dunn Danilo Ercolini Robert E Espinoza Vanessa Ezenwa Nathalie Fenner Helen S Findlay Irma D Fleming Vincenzo Fogliano Anna Forsman Chris Freeman Elliot S Friedman Giancarlo Galindo Liza Garcia Maria Alexandra Garcia-Amado David Garshelis Robin B Gasser Gunnar Gerdts Molly K Gibson Isaac Gifford Ryan T Gill Tugrul Giray Antje Gittel Peter Golyshin Donglai Gong Hans-Peter Grossart Kristina Guyton Sarah-Jane Haig Vanessa Hale Ross Stephen Hall Steven J Hallam Kim M Handley Nur A Hasan Shane R Haydon Jonathan E Hickman Glida Hidalgo Kirsten S Hofmockel Jeff Hooker Stefan Hulth Jenni Hultman Embriette Hyde Juan Diego Ibáñez-Álamo Julie D Jastrow Aaron R Jex L Scott Johnson Eric R Johnston Stephen Joseph Stephanie D Jurburg Diogo Jurelevicius Anders Karlsson Roger Karlsson Seth Kauppinen Colleen T E Kellogg Suzanne J Kennedy Lee J Kerkhof Gary M King George W Kling Anson V Koehler Monika Krezalek Jordan Kueneman Regina Lamendella Emily M Landon Kelly Lane-Degraaf Julie Laroche Peter Larsen Bonnie Laverock Simon Lax Miguel Lentino Iris I Levin Pierre Liancourt Wenju Liang Alexandra M Linz David A Lipson Yongqin Liu Manuel E Lladser Mariana Lozada Catherine M Spirito Walter P Maccormack Aurora Macrae-Crerar Magda Magris Antonio M Martín-Platero Manuel Martín-Vivaldi L Margarita Martínez Manuel Martínez-Bueno Ezequiel M Marzinelli Olivia U Mason Gregory D Mayer Jamie M Mcdevitt-Irwin James E Mcdonald Krista L Mcguire Katherine D Mcmahon Ryan Mcminds Mónica Medina Joseph R Mendelson Jessica L Metcalf Folker Meyer Fabian Michelangeli Kim Miller David A Mills Jeremiah Minich Stefano Mocali Lucas Moitinho-Silva Anni Moore Rachael M Morgan-Kiss Paul Munroe David Myrold Josh D Neufeld Yingying Ni Graeme W Nicol Shaun Nielsen Jozef I Nissimov Kefeng Niu Matthew J Nolan Karen Noyce Sarah L O’brien Noriko Okamoto Ludovic Orlando Yadira Ortiz Castellano Olayinka Osuolale Wyatt Oswald Jacob Parnell Juan M Peralta-Sánchez Peter Petraitis Catherine Pfister Elizabeth Pilon-Smits Paola Piombino Stephen B Pointing F Joseph Pollock Caitlin Potter Bharath Prithiviraj Christopher Quince Asha Rani Ravi Ranjan Subramanya Rao Andrew P Rees Miles Richardson Ulf Riebesell Carol Robinson Karl J Rockne Selena Marie Rodriguezl Forest Rohwer Wayne Roundstone Rebecca J Safran Naseer Sangwan Virginia Sanz Matthew Schrenk Mark D Schrenzel Nicole M Scott Rita L Seger Andaine Seguin-Orlando Lucy Seldin Lauren M Seyler Baddr Shakhsheer Gabriela M Sheets Congcong Shen Yu Shi Hakdong Shin Benjamin D Shogan Dave Shutler Jeffrey Siegel Steve Simmons Sara Sjöling Daniel P Smith Juan J Soler Martin Sperling Peter D Steinberg Brent Stephens Melita A Stevens Safiyh Taghavi Vera Tai Karen Tait Chia L Tan Neslihan Tas¸ D Lee Taylor Torsten Thomas Ina Timling Benjamin L Turner Tim Urich Luke K Ursell Daniel Van Der Lelie William Van Treuren Lukas Van Zwieten Daniela Vargas-Robles Rebecca Vega Thurber Paola Vitaglione Donald A Walker William A Walters Shi Wang Tao Wang Tom Weaver Nicole S Webster Beck Wehrle Pamela Weisenhorn Sophie Weiss Jeffrey J Werner Kristin West Andrew Whitehead Susan R Whitehead Linda A Whittingham Eske Willerslev Allison E Williams Stephen A Wood Douglas C Woodhams Yeqin Yang Jesse Zaneveld Iratxe Zarraonaindia Qikun Zhang Hongxia Zhao 10.1038/nature24621 Nature Nature 0028-0836 1476-4687 551 7681 2017 Springer Science and Business Media LLC,20_Buller_2023_Science,"['Luke R. Thompson', 'Hongxia Zhao']",Nature
10.1002/chem.201703647,5,Immobilization & Materials,paper_only,0.6,10.1002/chem.201703647,An Enzymatic Route to α‐Tocopherol Synthons: Aromatic Hydroxylation of Pseudocumene and Mesitylene with P450 BM3,2017.0,An Enzymatic Route to α‐Tocopherol Synthons: Aromatic Hydroxylation of Pseudocumene and Mesitylene with P450 BM3 Alexander Dennig Alexandra Maria Weingartner Tsvetan Kardashliev Christina Andrea Müller Erika Tassano Martin Schürmann Anna Joëlle Ruff Ulrich Schwaneberg 0000-0003-4026-701X 10.1002/chem.201703647 Chemistry – A European Journal Chemistry A European J 0947-6539 1521-3765 23 71 2017 Wiley,11_Hanefeld_2022_ChemSocRev,"['Alexander Dennig', 'Ulrich Schwaneberg']",Chemistry – A European Journal
10.1002/anie.201611063,5,Immobilization & Materials,paper_only,1.0,10.1002/anie.201611063,Biocatalytic Total Synthesis of Ikarugamycin,2017.0,Biocatalytic Total Synthesis of Ikarugamycin Christian Greunke Anna Glöckle Janine Antosch Tobias A M Gulder 0000-0001-6013-3161 10.1002/anie.201611063 Angewandte Chemie International Edition Angew Chem Int Ed 1433-7851 1521-3773 56 15 2017 Wiley,20_Buller_2023_Science,"['Christian Greunke', 'Tobias A. M. Gulder']",Angewandte Chemie International Edition
biotechnological production of vanillin using immobilized enzymes t furuya m kuroiwa k kino j. biotechnol 243 2017,5,Immobilization & Materials,paper_only,1.0,,Biotechnological Production of Vanillin Using Immobilized Enzymes,2017.0,Biotechnological Production of Vanillin Using Immobilized Enzymes T Furuya M Kuroiwa K Kino J. Biotechnol 243 2017,17_Schrittwieser_2018_ChemRev,[],J. Biotechnol
catalysis: an integrated textbook for students u hanefeld l lefferts 2017 wiley-vch,5,Immobilization & Materials,section_only,0.745,,Catalysis: An Integrated Textbook for Students,2017.0,Catalysis: An Integrated Textbook for Students U Hanefeld L Lefferts 2017 Wiley-VCH,11_Hanefeld_2022_ChemSocRev,[],Catalysis: An Integrated Textbook for Students
u markel l l zhu v j frauenkron-machedjou j zhao m bocola m d davari k e jaeger u schwaneberg catalysts 7 142 2017,5,Immobilization & Materials,section_only,1.0,,Catalysts,2017.0,U Markel L L Zhu V J Frauenkron-Machedjou J Zhao M Bocola M D Davari K E Jaeger U Schwaneberg Catalysts 7 142 2017,11_Hanefeld_2022_ChemSocRev,[],Catalysts
"for definition of the term ""stage march 22, 2017",5,Immobilization & Materials,section_only,1.0,,"For definition of the term ""stage",2017.0,"For definition of the term ""stage March 22, 2017",17_Schrittwieser_2018_ChemRev,[],"For definition of the term ""stage"
10.1002/hc.21408,5,Immobilization & Materials,paper_only,0.692,10.1002/hc.21408,Promiscuous lipase catalyzed a new P–C bond formation: Green and efficient protocol for one‐pot synthesis of α‐aminophosphonates,2017.0,"Promiscuous lipase catalyzed a new P–C bond formation: Green and efficient protocol for one‐pot synthesis of α‐aminophosphonates Samia Guezane‐lakoud Martial Toffano Louisa Aribi‐zouioueche 0000-0002-2619-7206 10.1002/hc.21408 Heteroatom Chemistry Heteroatom Chemistry 1042-7163 1098-1071 28 6 2017, 28, e21408 Wiley",16_Britton_2018_ChemSocRev,"['Samia Guezane‐Lakoud', 'Louisa Aribi‐Zouioueche']",Heteroatom Chemistry
10.1039/c7ra10157k,5,Immobilization & Materials,paper_only,0.643,10.1039/c7ra10157k,Tailored sol–gel immobilized lipase preparates for the enzymatic kinetic resolution of heteroaromatic alcohols in batch and continuous flow systems,2017.0,Tailored sol–gel immobilized lipase preparates for the enzymatic kinetic resolution of heteroaromatic alcohols in batch and continuous flow systems Mădălina Elena Moisă 0000-0003-3215-5210 Cristina Georgiana Spelmezan 0000-0001-6957-1686 Cristina Paul 0000-0001-5570-8418 Judith Hajnal Bartha-Vári 0000-0001-7147-9651 László Csaba Bencze 0000-0003-0956-9749 Florin Dan Irimie 0000-0003-2093-0136 Csaba Paizs 0000-0002-7403-7098 Fráncisc Péter 0000-0001-7248-2641 Monica Ioana Toşa 0000-0003-3240-706X 10.1039/c7ra10157k RSC Advances RSC Adv. 2046-2069 7 83 2017 Royal Society of Chemistry (RSC),16_Britton_2018_ChemSocRev,"['Mădălina Elena Moisă', 'Monica Ioana Toşa']",RSC Advances
10.1002/anie.201610821,5,Immobilization & Materials,paper_only,0.686,10.1002/anie.201610821,Ten‐Minute Protein Purification and Surface Tethering for Continuous‐Flow Biocatalysis,2017.0,Ten‐Minute Protein Purification and Surface Tethering for Continuous‐Flow Biocatalysis Joshua Britton Rebekah P Dyer Sudipta Majumdar Colin L Raston Gregory A Weiss 10.1002/anie.201610821 Angewandte Chemie International Edition Angew Chem Int Ed 1433-7851 1521-3773 56 9 2017 Wiley,16_Britton_2018_ChemSocRev,"['Joshua Britton', 'Gregory A. Weiss']",Angewandte Chemie International Edition
10.1021/acs.chemrev.7b00033,5,Immobilization & Materials,consensus,0.702,10.1021/acs.chemrev.7b00033,Artificial Biocatalytic Linear Cascades for Preparation of Organic Molecules,2018.0,Artificial Biocatalytic Linear Cascades for Preparation of Organic Molecules Joerg H Schrittwieser Stefan Velikogne Mélanie Hall Wolfgang Kroutil 0000-0002-2151-6394 10.1021/acs.chemrev.7b00033 Chemical Reviews Chem. Rev. 0009-2665 1520-6890 118 1 2018 American Chemical Society (ACS),04_Winkler_2021_ACSCentSci;17_Schrittwieser_2018_ChemRev,"['Joerg H. Schrittwieser', 'Wolfgang Kroutil']",Chemical Reviews
artificial biocatalytic linear cascades for preparation of organic molecules j h schrittwieser s velikogne m hall w kroutil chem. rev 118 2018,5,Immobilization & Materials,union_strong,1.0,,Artificial biocatalytic linear cascades for preparation of organic molecules,2018.0,Artificial biocatalytic linear cascades for preparation of organic molecules J H Schrittwieser S Velikogne M Hall W Kroutil Chem. Rev 118 2018,03_Bell_2021_NatRevMethodsPrimers,[],Chem. Rev
10.1002/adsc.201701449,5,Immobilization & Materials,paper_only,1.0,10.1002/adsc.201701449,Asymmetric Amination of α‐Chiral Aliphatic Aldehydes <i>via</i> Dynamic Kinetic Resolution to Access Stereocomplementary Brivaracetam and Pregabalin Precursors,2018.0,Asymmetric Amination of α‐Chiral Aliphatic Aldehydes <i>via</i> Dynamic Kinetic Resolution to Access Stereocomplementary Brivaracetam and Pregabalin Precursors Christine S Fuchs Judith E Farnberger Georg Steinkellner Johann H Sattler Mathias Pickl Robert C Simon Ferdinand Zepeck Karl Gruber Wolfgang Kroutil 10.1002/adsc.201701449 Advanced Synthesis & Catalysis Adv Synth Catal 1615-4150 1615-4169 360 4 2018 Wiley,04_Winkler_2021_ACSCentSci,"['Christine S. Fuchs', 'Wolfgang Kroutil']",Advanced Synthesis & Catalysis
biocatalysis in drug developmenthighlights of the recent patent literature d l hughes org. process. res. dev 22 2018,5,Immobilization & Materials,section_only,1.0,,Biocatalysis in drug developmenthighlights of the recent patent literature,2018.0,Biocatalysis in drug developmenthighlights of the recent patent literature D L Hughes Org. Process. Res. Dev 22 2018,03_Bell_2021_NatRevMethodsPrimers,[],Org. Process. Res. Dev
10.1007/978-3-319-61590-5,5,Immobilization & Materials,section_only,1.0,10.1007/978-3-319-61590-5,Biotransformations in Organic Chemistry,2018.0,"Biotransformations in Organic Chemistry Kurt Faber 10.1007/978-3-319-61590-5 2018 Springer International Publishing Cham, Switzerland th ed.",04_Winkler_2021_ACSCentSci;11_Hanefeld_2022_ChemSocRev,['Kurt Faber'],Biotransformations in Organic Chemistry
10.1002/ijch.201700086,5,Immobilization & Materials,section_only,1.0,10.1002/ijch.201700086,"Complex Molecule Synthesis, a Personal View",2018.0,"Complex Molecule Synthesis, a Personal View Reinhard W Hoffmann 10.1002/ijch.201700086 Israel Journal of Chemistry Israel Journal of Chemistry 0021-2148 1869-5868 58 1-2 2018 Wiley",04_Winkler_2021_ACSCentSci,['Reinhard W. Hoffmann'],Israel Journal of Chemistry
continuous flow biocatalysis j britton s majumdar g a weiss chem. soc. rev 47 2018,5,Immobilization & Materials,union_strong,1.0,,Continuous flow biocatalysis,2018.0,Continuous flow biocatalysis J Britton S Majumdar G A Weiss Chem. Soc. Rev 47 2018,03_Bell_2021_NatRevMethodsPrimers,[],Chem. Soc. Rev
engineering highly functional thermostable proteins using ancestral sequence reconstruction y gumulya nat. catal 1 2018,5,Immobilization & Materials,union_strong,1.0,,Engineering highly functional thermostable proteins using ancestral sequence reconstruction,2018.0,Engineering highly functional thermostable proteins using ancestral sequence reconstruction Y Gumulya Nat. Catal 1 2018,03_Bell_2021_NatRevMethodsPrimers,[],Nat. Catal
enhancing protein stability with genetically encoded noncanonical amino acids j c li t liu y wang a p mehta p g schultz j. am. chem. soc 140 2018,5,Immobilization & Materials,union_strong,1.0,,Enhancing protein stability with genetically encoded noncanonical amino acids,2018.0,Enhancing protein stability with genetically encoded noncanonical amino acids J C Li T Liu Y Wang A P Mehta P G Schultz J. Am. Chem. Soc 140 2018,03_Bell_2021_NatRevMethodsPrimers,[],J. Am. Chem. Soc
10.1002/ijch.201700127,5,Immobilization & Materials,section_only,1.0,10.1002/ijch.201700127,Natural Products Synthesis: A Personal Retrospective and Outlook,2018.0,Natural Products Synthesis: A Personal Retrospective and Outlook E M Carreira 10.1002/ijch.201700127 Isr. J. Chem 58 2018,04_Winkler_2021_ACSCentSci,['Erick M. Carreira'],Isr. J. Chem
10.1002/ijch.201700085,5,Immobilization & Materials,section_only,1.0,10.1002/ijch.201700085,Organic Synthesis: Wherefrom and Whither? (Some Very Personal Reflections),2018.0,Organic Synthesis: Wherefrom and Whither? (Some Very Personal Reflections) S E Denmark 10.1002/ijch.201700085 Isr. J. Chem 58 2018,04_Winkler_2021_ACSCentSci,['Scott E. Denmark'],Isr. J. Chem
"rice husk as an inexpensive renewable immobilization carrier for biocatalysts employed in the food, cosmetic and polymer sectors m cespugli catalysts 8 471 2018",5,Immobilization & Materials,consensus,1.0,,"Rice husk as an inexpensive renewable immobilization carrier for biocatalysts employed in the food, cosmetic and polymer sectors",2018.0,"Rice husk as an inexpensive renewable immobilization carrier for biocatalysts employed in the food, cosmetic and polymer sectors M Cespugli Catalysts 8 471 2018",03_Bell_2021_NatRevMethodsPrimers,[],Catalysts
10.1002/ijch.201700121,5,Immobilization & Materials,consensus,0.803,10.1002/ijch.201700121,The Emergence and Evolution of Organic Synthesis and Why It Is Important to Sustain It as an Advancing Art and Science for Its Own Sake,2018.0,The Emergence and Evolution of Organic Synthesis and Why It Is Important to Sustain It as an Advancing Art and Science for Its Own Sake K C Nicolaou 10.1002/ijch.201700121 Isr. J. Chem 58 2018,04_Winkler_2021_ACSCentSci,['K. C. Nicolaou'],Isr. J. Chem
10.3390/catal9030236,5,Immobilization & Materials,paper_only,1.0,10.3390/catal9030236,Advanced Rhodococcus Biocatalysts for Environmental Biotechnologies,2019.0,"Advanced Rhodococcus Biocatalysts for Environmental Biotechnologies Anastasiia Krivoruchko Maria Kuyukina 0000-0002-9165-8363 Irena Ivshina 10.3390/catal9030236 Catalysts Catalysts 2073-4344 9 3 236 2019, 9, 236 MDPI AG",10_Yi_2021_ChemSocRev,"['Anastasiia Krivoruchko', 'Irena Ivshina']",Catalysts
application of in situ product crystallization and related techniques in biocatalytic processes d hülsewede l meyer j von langermann chem. a eur. j 25 2019,5,Immobilization & Materials,section_only,1.0,,Application of in situ product crystallization and related techniques in biocatalytic processes,2019.0,Application of in situ product crystallization and related techniques in biocatalytic processes D Hülsewede L Meyer J Von Langermann Chem. A Eur. J 25 2019,03_Bell_2021_NatRevMethodsPrimers,[],Chem. A Eur. J
10.1021/acs.oprd.8b00305,5,Immobilization & Materials,paper_only,0.643,10.1021/acs.oprd.8b00305,Biocatalysis Using Immobilized Enzymes in Continuous Flow for the Synthesis of Fine Chemicals,2019.0,Biocatalysis Using Immobilized Enzymes in Continuous Flow for the Synthesis of Fine Chemicals Matthew P Thompson Itziar Peñafiel Sebastian C Cosgrove 0000-0001-9541-7201 Nicholas J Turner 0000-0002-8708-0781 10.1021/acs.oprd.8b00305 Organic Process Research & Development Org. Process Res. Dev. 1083-6160 1520-586X 23 1 2019 American Chemical Society (ACS),11_Hanefeld_2022_ChemSocRev,"['Matthew P. Thompson', 'Nicholas J. Turner']",Organic Process Research & Development
10.1021/acscatal.9b00780,5,Immobilization & Materials,paper_only,1.0,10.1021/acscatal.9b00780,"Biocatalytic Asymmetric Michael Additions of Nitromethane to α,β-Unsaturated Aldehydes via Enzyme-bound Iminium Ion Intermediates",2019.0,"Biocatalytic Asymmetric Michael Additions of Nitromethane to α,β-Unsaturated Aldehydes via Enzyme-bound Iminium Ion Intermediates Chao Guo Mohammad Saifuddin Thangavelu Saravanan Masih Sharifi Gerrit J Poelarends 0000-0002-6917-6368 10.1021/acscatal.9b00780 ACS Catalysis ACS Catal. 2155-5435 9 5 2019 American Chemical Society (ACS)",04_Winkler_2021_ACSCentSci,"['Chao Guo', 'Gerrit J. Poelarends']",ACS Catalysis
10.3390/catal9030260,5,Immobilization & Materials,paper_only,0.543,10.3390/catal9030260,Biocatalyzed Synthesis of Statins: A Sustainable Strategy for the Preparation of Valuable Drugs,2019.0,"Biocatalyzed Synthesis of Statins: A Sustainable Strategy for the Preparation of Valuable Drugs Pilar Hoyos Vittorio Pace Andrés R Alcántara 0000-0003-4856-4000 10.3390/catal9030260 Catalysts Catalysts 2073-4344 9 3 260 2019, 9, 260 MDPI AG",11_Hanefeld_2022_ChemSocRev,"['Pilar Hoyos', 'Andrés R. Alcántara']",Catalysts
c ortiz m l ferreira o barbosa j c s santos r c rodrigues a berenguer-murcia l e briand r fernandez-lafuente catal. sci. technol 9 2019,5,Immobilization & Materials,section_only,1.0,,Catal. Sci. Technol,2019.0,C Ortiz M L Ferreira O Barbosa J C S Santos R C Rodrigues A Berenguer-Murcia L E Briand R Fernandez-Lafuente Catal. Sci. Technol 9 2019,11_Hanefeld_2022_ChemSocRev,[],Catal. Sci. Technol
10.3390/microorganisms7110498,5,Immobilization & Materials,paper_only,1.0,10.3390/microorganisms7110498,Deciphering the Structural Basis of High Thermostability of Dehalogenase from Psychrophilic Bacterium Marinobacter sp,2019.0,Deciphering the Structural Basis of High Thermostability of Dehalogenase from Psychrophilic Bacterium Marinobacter sp L Chrast K Tratsiak J Planas-Iglesias L Daniel T Prudnikova J Brezovsky D Bednar I Kuta Smatanova R Chaloupkova J Damborsky 10.3390/microorganisms7110498 Elb 17 498 2019,04_Winkler_2021_ACSCentSci,"['Lukas Chrast', 'Jiri Damborsky']",Elb
10.1126/science.aay8484,5,Immobilization & Materials,section_priority,1.0,10.1126/science.aay8484,Design of an in vitro biocatalytic cascade for the manufacture of islatravir,2019.0,Design of an in vitro biocatalytic cascade for the manufacture of islatravir Mark A Huffman 0000-0002-1417-9430 Anna Fryszkowska 0000-0003-0872-1497 Oscar Alvizo 0000-0002-3545-1317 Margie Borra-Garske 0000-0002-3709-6304 Kevin R Campos 0000-0003-0903-6475 Keith A Canada Paul N Devine 0000-0002-8274-4104 Da Duan 0000-0002-6410-1252 Jacob H Forstater 0000-0003-0268-1009 Shane T Grosser 0000-0002-9268-7545 Holst M Halsey 0000-0001-6865-9221 Gregory J Hughes 0000-0003-2333-5797 Junyong Jo 0000-0002-5134-3754 Leo A Joyce 0000-0002-8649-4894 Joshua N Kolev 0000-0003-0125-6991 Jack Liang Kevin M Maloney 0000-0003-1422-5422 Benjamin F Mann 0000-0002-2690-4521 Nicholas M Marshall Mark Mclaughlin Jeffrey C Moore 0000-0002-9807-6315 Grant S Murphy 0000-0003-0388-0309 Christopher C Nawrat 0000-0003-4550-9954 Jovana Nazor 0000-0003-0095-7219 Scott Novick Niki R Patel 0000-0002-7940-2736 Agustina Rodriguez-Granillo 0000-0001-8535-5502 Sandra A Robaire 0000-0003-0249-9717 Edward C Sherer 0000-0001-8178-9186 Matthew D Truppo 0000-0003-4917-7838 Aaron M Whittaker Deeptak Verma 0000-0003-0740-0624 Li Xiao Yingju Xu 0000-0002-1984-9501 Hao Yang 0000-0002-6580-534X 10.1126/science.aay8484 Science Science 0036-8075 1095-9203 366 6470 2019 American Association for the Advancement of Science (AAAS),04_Winkler_2021_ACSCentSci;11_Hanefeld_2022_ChemSocRev;20_Buller_2023_Science,"['Mark A. Huffman', 'Hao Yang']",Science
enzymatic synthesis of aliphatic nitriles at a substrate loading of up to 1.4 kg/l: a biocatalytic record achieved with a heme protein a hinzmann s glinski m worm h gröger j. org. chem 84 2019,5,Immobilization & Materials,section_only,1.0,,Enzymatic synthesis of aliphatic nitriles at a substrate loading of up to 1.4 kg/l: a biocatalytic record achieved with a heme protein,2019.0,Enzymatic synthesis of aliphatic nitriles at a substrate loading of up to 1.4 kg/l: a biocatalytic record achieved with a heme protein A Hinzmann S Glinski M Worm H Gröger J. Org. Chem 84 2019,03_Bell_2021_NatRevMethodsPrimers,[],J. Org. Chem
